Title,Time,Artist,Album,Genre,Heart,Plays
Graceland Too,3:56,Phoebe Bridgers,Punisher,Alternative,0,21
Under,3:02,The Steel Wheels,Over the Trees,Americana,0,21
Blueridge Mountains / Honey Bear / Hangman's Reel (Live),6:54,The Steel Wheels,The Steel Wheels (Live at Goose Creek),Country,0,21
Fire Burning,3:16,Stevie Nicks,The Other Side of the Mirror,Rock,0,21
my tears ricochet,4:16,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Alternative,0,21
my tears ricochet (the long pond studio sessions),4:55,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Alternative,0,21
I Almost Do (Taylor's Version),4:05,Taylor Swift,Red (Taylor’s Version) (+ A Message From Taylor),Pop,0,21
Better Man (Taylor's Version) (From The Vault),4:57,Taylor Swift,Red (Taylor’s Version) (+ A Message From Taylor),Pop,0,21
There's a Break In the Rain (Have Love Will Travel) [Home Recording],3:38,Tom Petty,Wildflowers & All the Rest (Super Deluxe Edition),Rock,0,21
My Life / Your World,4:40,Tom Petty & The Heartbreakers,Let Me Up (I've Had Enough),Rock,0,21
How Many More Days?,3:18,Tom Petty & The Heartbreakers,Let Me Up (I've Had Enough),Rock,0,21
"Insider (feat. Stevie Nicks) [Live at The Forum, 1981]",5:26,Tom Petty & The Heartbreakers,Pack Up the Plantation: Live!,Rock,0,21
You're Gonna Get It,2:59,Tom Petty & The Heartbreakers,You're Gonna Get It!,Rock,0,21
Too Much Ain't Enough,2:56,Tom Petty & The Heartbreakers,You're Gonna Get It!,Rock,0,21
No Second Thoughts,2:38,Tom Petty & The Heartbreakers,You're Gonna Get It!,Rock,0,21
Here Comes the Sun,3:05,United Guitar Players,"Here Comes the Sun - Instrumental Acoustic Guitar Songs from the 50s, 60s, 70s & 80s",Instrumental,0,21
When U Love Somebody (iTunes Session),3:11,The Decemberists,iTunes Session: The Decemberists,Alternative,0,20
"You Need Me, I Don't Need You",3:40,Ed Sheeran,#NAME?,Pop,0,20
Spare Me a Little of Your Love,3:47,Fleetwood Mac,Bare Trees,Pop,0,20
Monday Morning (Early Take),2:50,Fleetwood Mac,Fleetwood Mac (Deluxe),Rock,0,20
Call Me the Breeze,2:40,J.J. Cale,Naturally,Rock,0,20
Move Together (The Dark of the Morning Version),4:45,James Bay,Chaos and the Calm (Deluxe Edition),Singer/Songwriter,0,20
Chew On My Heart,3:15,James Bay,Chew On My Heart (Piano & Voice) - EP,Alternative,0,20
Break My Heart Right,3:24,James Bay,Oh My Messy Mind - EP,Alternative,0,20
Talk to Me,4:10,Stevie Nicks,Rock a Little,Rock,0,20
Stop Draggin' My Heart Around (with Tom Petty & The Heartbreakers),4:03,Stevie Nicks with Tom Petty & The Heartbreakers,Crystal Visions... The Very Best of Stevie Nicks (Bonus Version),Rock,0,20
seven,3:29,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Alternative,0,20
Blank Space,3:52,Taylor Swift,1989 (Deluxe Edition),Pop,0,20
You Wreck Me,3:22,Tom Petty,Wildflowers,Rock,0,20
A Wasted Life,4:35,Tom Petty & The Heartbreakers,Long After Dark,Pop,0,20
California,2:39,Tom Petty & The Heartbreakers,She's the One (Songs and Music from the Motion Picture),Rock,0,20
Light Up the Sky,3:37,Yellowcard,Paper Walls,Rock,0,20
Yankee Bayonet (I Will Be Home Then),4:19,The Decemberists,The Crane Wife (10th Anniversary Edition),Rock,0,19
The Hazards of Love 2 (Wager All),4:25,The Decemberists,Hazards of Love,Alternative,0,19
Don't Carry It All,4:17,The Decemberists,The King Is Dead,Adult Alternative,0,19
Dear Avery,4:52,The Decemberists,The King Is Dead,Adult Alternative,0,19
I 4 U & U 4 Me (Home Demo),3:37,The Decemberists,Long Live the King - EP,Alternative,0,19
Dust,2:40,Fleetwood Mac,Bare Trees,Pop,0,19
"While My Guitar Gently Weeps (Live From Madison Square Garden, New York, U.S.A, 1971 / 2009 Mix)",4:47,George Harrison,Let It Roll: Songs of George Harrison,Pop,0,19
St. Peter's Bones,2:52,Girlyman,Joyful Sign,Singer/Songwriter,0,19
From Eden,4:43,Hozier,Hozier (Bonus Track Version),Alternative,0,19
In a Week (feat. Karen Cowley),5:18,Hozier,Hozier (Bonus Track Version),Alternative,0,19
Be,4:49,Hozier,"Wasteland, Baby!",Alternative,0,19
Don’t Look Back In Anger (Apple Music Home Session),4:43,James Bay,Apple Music Home Session: James Bay,Alternative,0,19
Peer Pressure (feat. Julia Michaels),2:57,James Bay,Oh My Messy Mind - EP,Alternative,0,19
"Angela (Live, 2016)",3:26,The Lumineers,"Angela (Live, 2016) - Single",Alternative,0,19
Take Care of Yourself,2:58,Maisie Peters,"It's Your Bed Babe, It's Your Funeral - EP",Pop,0,19
Climbing Mountains,4:22,Meg Hutchinson,Come Up Full,Singer/Songwriter,0,19
As the Crow Flies,3:47,Meg Hutchinson,The Crossing,Singer/Songwriter,0,19
Evermore (Piano Instrumental),5:27,Minnz Piano,"Evermore: Piano Instrumentals, Vol. 1",Pop,0,19
I Can't Wait,4:36,Stevie Nicks,Rock a Little,Rock,0,19
seven (the long pond studio sessions),3:29,Taylor Swift,folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition],Alternative,0,19
Come Back...Be Here (Taylor's Version),3:43,Taylor Swift,Red (Taylor’s Version) (+ A Message From Taylor),Pop,0,19
The Criminal Kind,3:59,Tom Petty & The Heartbreakers,Hard Promises,Pop,0,19
A Self Made Man,3:02,Tom Petty & The Heartbreakers,Let Me Up (I've Had Enough),Rock,0,19
